Nazwa zawodów;Data_przetworzona;miesiac;rok;Dystans_czyszczony;Miejsce_przetworzone;WOJEWODZTWO;gorskie
Dolnośląski Festiwal Biegów Górskich;17-07-2025;lipiec;2025;132.5 km, 166 km, 240.5 km;LĄDEK-ZDRÓJ;DOLNOŚLĄSKIE;1
13 Dolnośląski Festiwal Biegów Gorskich;17-07-2025;lipiec;2025;240 km;LĄDEK-ZDRÓJ;DOLNOŚLĄSKIE;0
Backyard Ultra Polska;18-07-2025;lipiec;2025;6.706 km;JABŁONNA;LUBELSKIE;0
Złoty Maraton;19-07-2025;lipiec;2025;45 km;LĄDEK-ZDRÓJ;DOLNOŚLĄSKIE;0
6 Piekarski Półmaraton;19-07-2025;lipiec;2025;21.097 km;PIEKARY ŚLĄSKIE;ŚLĄSKIE;0
11 Nocny Portowy Maraton Szczeciński;19-07-2025;lipiec;2025;42.195 km;SZCZECIN;ZACHODNIOPOMORSKIE;0
VI Kaszubski Maraton o Wschodzie Słońca;20-07-2025;lipiec;2025;42.195 km;ROZEWIE;POMORSKIE;0
"Kamień, ""PM-Hall Triathlon Szemud 2025""";20-07-2025;lipiec;2025;;KAMIEŃ;LUBELSKIE;0
"Kamień, ""PM-Hall Triathlon Szemud 2025 - sztafety""";20-07-2025;lipiec;2025;;KAMIEŃ;LUBELSKIE;0
"Rozewie, ""II Biegi po Wschodzie Słońca (półmaraton, 15, 10 i 5 km)""";20-07-2025;lipiec;2025;5 km, 10 km, 15 km, 21.097 km;ROZEWIE;POMORSKIE;0
Grand Prix Biskupca 2025 #3;20-07-2025;lipiec;2025;5 km;BISKUPIEC;WARMIŃSKO-MAZURSKIE;0
"Rozewie, ""VI Kaszubski Maraton o Wschodzie Słońca. Memoriał Franciszka Sojki""";20-07-2025;lipiec;2025;42.195 km;ROZEWIE;POMORSKIE;0
Gliwicka Parkowa Prowokacja Biegowa-sezo...;26-07-2025;lipiec;2025;21.097 km;GLIWICE;ŚLĄSKIE;0
Pogórze Ultra Trail;26-07-2025;lipiec;2025;23.5 km, 46 km, 71 km;STRZYŻÓW;PODKARPACKIE;1
PUT - Pogórze Ultra Trail;26-07-2025;lipiec;2025;;STRZYŻÓW;PODKARPACKIE;0
Zawojski Festiwal Biegowy;26-07-2025;lipiec;2025;21 km, 42.5 km, 63 km;ZAWOJA;MAŁOPOLSKIE;1
IV Pogórze Ultra Trail;26-07-2025;lipiec;2025;69 km;STRZYŻÓW;PODKARPACKIE;0
iSandS CROSS TRIATHLON TOUR;26-07-2025;lipiec;2025;;STARACHOWICE;ŚWIĘTOKRZYSKIE;0
Cross Triathlon Szczytno;27-07-2025;lipiec;2025;5 km;SZCZYTNO;WARMIŃSKO-MAZURSKIE;0
Dwumaraton Polskie Ultra;01-08-2025;sierpień;2025;42.195 km;WARSZAWA;MAZOWIECKIE;0
Gorce Ultra-Trail®;01-08-2025;sierpień;2025;47.5 km, 69.5 km, 101.5 km;GORCE;DOLNOŚLĄSKIE;1
Triathlon dla Januszy i Grażyn - Sztafety;02-08-2025;sierpień;2025;;SULISTROWICE;;0
Triathlon dla Januszy i Grażyn;02-08-2025;sierpień;2025;;SULISTROWICE;;0
31. Bieg św. Dominika;02-08-2025;sierpień;2025;10 km;GDAŃSK;POMORSKIE;0
VIII Rudzki Półmaraton Industrialny;02-08-2025;sierpień;2025;21.097 km;RUDA ŚLĄSKA;ŚLĄSKIE;0
XIII Panewnicki Bieg Dzika (08);03-08-2025;sierpień;2025;19.528 km;KATOWICE;ŚLĄSKIE;0
"Gościcino, ""Puchar Pomorza w biegach dzieci i młodzieży """;09-08-2025;sierpień;2025;;GOŚCICINO;POMORSKIE;0
SMArt RUN 7 - charytatywny bieg/marsz NW;09-08-2025;sierpień;2025;5 km, 10 km;JERZMANOWICE-PRZEGINIA;MAŁOPOLSKIE;0
Letni Bieg Zbója;09-08-2025;sierpień;2025;60 km;BIELSKO-BIAŁA;ŚLĄSKIE;0
Chudy Wawrzyniec;09-08-2025;sierpień;2025;52 km, 82.5 km, 101 km;RAJCZA;ŚLĄSKIE;1
Chudy Wawrzyniec;09-08-2025;sierpień;2025;80 km;RAJCZA;ŚLĄSKIE;0
11. eXtremalny Bieg Godzinny;09-08-2025;sierpień;2025;1 km;KOSZALIN;ZACHODNIOPOMORSKIE;0
Garmin Ultra Race Tolkmicko;09-08-2025;sierpień;2025;;TOLKMICKO;WARMIŃSKO-MAZURSKIE;0
Letni Bieg Zbója;09-08-2025;sierpień;2025;25 km, 43 km, 60 km;BIELSKO-BIAŁA;ŚLĄSKIE;1
MORORUN 11. Bieg Aleksandrowski z okazji Święta Wojska Polskiego;15-08-2025;sierpień;2025;5 km, 21.097 km;ALEKSANDRÓW ŁÓDZKI;ŁÓDZKIE;0
Ultramaraton Magurski;16-08-2025;sierpień;2025;21 km, 45 km, 79 km;DUKLA;PODKARPACKIE;1
IV Festiwal Słońca - Biegi Dzieci;16-08-2025;sierpień;2025;;GOŁĄBKI;;0
Supermaraton Królewski oraz IV Festiwal Słońca;16-08-2025;sierpień;2025;10 km, 25 km, 42.195 km, 50 km, 100 km;GOŁĄBKI;;0
Supermaraton Królewski - Sztafety 4x25 km;16-08-2025;sierpień;2025;25 km;GOŁĄBKI;;0
VI Festiwal Słońca - Piwna Mila;17-08-2025;sierpień;2025;;GOŁĄBKI;;0
Marceliński Bieg Letni;17-08-2025;sierpień;2025;5 km;POZNAŃ;WIELKOPOLSKIE;0
Grand Prix Biskupca 2025 #4;22-08-2025;sierpień;2025;8 km;BISKUPIEC;WARMIŃSKO-MAZURSKIE;0
XV Festiwal Biegowy Dziki Weekend;22-08-2025;sierpień;2025;10 km;POLICE;ZACHODNIOPOMORSKIE;0
niedamiRUN;23-08-2025;sierpień;2025;100 km;NIEDAMIRÓW;DOLNOŚLĄSKIE;0
IV Bieg Wakacje na Sportowo;23-08-2025;sierpień;2025;5 km;KATOWICE;ŚLĄSKIE;0
Wbiegnij na PODIUM 4 + GPP Nordic Walking;23-08-2025;sierpień;2025;10 km, 21.097 km, 42.195 km;MALAWA;PODKARPACKIE;0
IV Bieg Wakacje Na Sportowo;23-08-2025;sierpień;2025;5 km, 10 km;KATOWICE;ŚLĄSKIE;0
25 Półmaraton Wałbrzych;24-08-2025;sierpień;2025;21.097 km;WAŁBRZYCH;DOLNOŚLĄSKIE;0
6 Tarnogórski Półmaraton;24-08-2025;sierpień;2025;21.097 km;TARNOWSKIE GÓRY;ŚLĄSKIE;0
Bieg do Trzeźwości;24-08-2025;sierpień;2025;6 km;TYCHY;ŚLĄSKIE;0
"Tarnowskie Góry, ""PKO TARNOGÓRSKI PÓŁMARATON / SREBRNA TARNOGÓRSKA DYSZKA / KORONA PÓŁMARATONÓW ŚLĄSKICH""";24-08-2025;sierpień;2025;21.097 km;TARNOWSKIE GÓRY;ŚLĄSKIE;0
III BACKYARD ULTRA RADOMSKO;29-08-2025;sierpień;2025;;GIDLE;ŁÓDZKIE;0
Letni Ultra Świr;30-08-2025;sierpień;2025;17 km;PTASZKOWA;MAŁOPOLSKIE;0
Kunicki Bieg Reggae;30-08-2025;sierpień;2025;21.097 km;KUNICE;DOLNOŚLĄSKIE;0
10 Łańcucka Piątka;30-08-2025;sierpień;2025;5 km;ŁAŃCUT;PODKARPACKIE;0
Gliwicka Parkowa Prowokacja Biegowa-sezo...;30-08-2025;sierpień;2025;21.097 km;GLIWICE;ŚLĄSKIE;0
VIII Supraski Maraton Leśny;30-08-2025;sierpień;2025;42.195 km;SUPRAŚL;PODLASKIE;0
"Tczew, ""Biegacze w hołdzie Kazimierzowi Piechowskiemu""";30-08-2025;sierpień;2025;;TCZEW;POMORSKIE;0
"Polska, ""VIII Supraski Maraton Leśny""";30-08-2025;sierpień;2025;1 km, 10 km, 21 km, 21.097 km, 42 km, 42.195 km;POLSKA;;0
Kunicki Bieg Reggea;30-08-2025;sierpień;2025;;KUNICE;DOLNOŚLĄSKIE;0
46. PKO Półmaraton Szczecin;31-08-2025;sierpień;2025;10 km, 21.097 km;SZCZECIN;ZACHODNIOPOMORSKIE;0
Bieg Kurierów Sądeckich;31-08-2025;sierpień;2025;11.5 km;RYTRO;MAŁOPOLSKIE;1
Leśna Piątka odwrotnie;04-09-2025;wrzesień;2025;5 km;KOSZALIN;ZACHODNIOPOMORSKIE;0
Tower Triathlon Double Iron Man;04-09-2025;wrzesień;2025;452 km;BOLESŁAWIEC;DOLNOŚLĄSKIE;0
16 Festiwal Biegowy;05-09-2025;wrzesień;2025;100 km;PIWNICZNA-ZDRÓJ;MAŁOPOLSKIE;0
Bieg 7 Dolin;05-09-2025;wrzesień;2025;42 km, 61 km, 101 km;PIWNICZNA-ZDRÓJ;MAŁOPOLSKIE;1
59 Festiwal Chodu i Bieg Obrońców Poczty;06-09-2025;wrzesień;2025;10 km;GDAŃSK;POMORSKIE;0
"Władysławowo, ""IV Bieg Bohaterów Kaszubskich""";06-09-2025;wrzesień;2025;;WŁADYSŁAWOWO;POMORSKIE;0
Leszczyński Festiwal Sportu;06-09-2025;wrzesień;2025;21.097 km;LESZNO;MAZOWIECKIE;0
Rawki na Surowo;06-09-2025;wrzesień;2025;28.5 km;WETLINA;PODKARPACKIE;1
IV Bieg Bohaterów Kaszubskich;06-09-2025;wrzesień;2025;1.939 km;WŁADYSŁAWOWO;POMORSKIE;0
40. Strzeliński Rogaining;06-09-2025;wrzesień;2025;;GÓRY SOWIE;DOLNOŚLĄSKIE;0
13 Tyski Półmaraton;07-09-2025;wrzesień;2025;21.097 km;TYCHY;ŚLĄSKIE;0
XVII Bieg Koguta;07-09-2025;wrzesień;2025;10 km;OŁAWA;DOLNOŚLĄSKIE;0
"Obliwice, ""43 Międzynarodowy Otwarty Bieg Przełajowy o „Puchar Leśny” pamięci Tomasza Hopfera""";07-09-2025;wrzesień;2025;6.4 km;OBLIWICE;POMORSKIE;0
13 Tyski Półmaraton;07-09-2025;wrzesień;2025;21 km;TYCHY;ŚLĄSKIE;0
Dłubnia Eko Trail;07-09-2025;wrzesień;2025;7 km, 30 km;PORĘBA LASKOWSKA;MAŁOPOLSKIE;0
Ultra Race Radków;12-09-2025;wrzesień;2025;56 km;RADKÓW;DOLNOŚLĄSKIE;0
XLV Usedom Marathon;13-09-2025;wrzesień;2025;42.195 km;ŚWINOUJŚCIE;ZACHODNIOPOMORSKIE;0
"Bytonia, ""Kociewski Gravel""";13-09-2025;wrzesień;2025;60 km, 120 km, 180 km, 290 km;BYTONIA;POMORSKIE;0
Bieg Pod Dębem;13-09-2025;wrzesień;2025;11 km;DAMNICA;POMORSKIE;0
"Kobylnica, ""Puchar Kobylnicy 3/3 - Kręcimy kółka na dwóch kółkach""";13-09-2025;wrzesień;2025;;KOBYLNICA;POMORSKIE;0
Ultra Janosik;13-09-2025;wrzesień;2025;75 km;ŁAPSZE NIŻNE;MAŁOPOLSKIE;0
"11. Kielecki Bieg Górski ""Biesak Trail""";13-09-2025;wrzesień;2025;13 km, 26 km;KIELCE;ŚWIĘTOKRZYSKIE;0
Ultra Janosik;13-09-2025;wrzesień;2025;20 km, 40.5 km, 75 km;ŁAPSZE NIŻNE;MAŁOPOLSKIE;1
"Hel - Jastarnia - Rozewie, ""VIII Maratońskie Sztafety Północy - zespoły 4-osobowe""";14-09-2025;wrzesień;2025;;HEL;POMORSKIE;0
"Kuźnica - Rozewie, ""VII Półmaraton Północy Nordic Walking""";14-09-2025;wrzesień;2025;;KUŹNICA;PODLASKIE;0
"Hel - Jastarnia - Rozewie, ""VIII Maratońskie Sztafety Północy - zespoły 2-osobowe""";14-09-2025;wrzesień;2025;;HEL;POMORSKIE;0
"Hel - Jastarnia - Rozewie, ""X Maraton Północy 'Bieg Czterech Latarni'""";14-09-2025;wrzesień;2025;42.195 km;HEL;POMORSKIE;0
X Maraton Północy;14-09-2025;wrzesień;2025;42.195 km;HEL;POMORSKIE;0
Jurajski Festiwal Biegowy;19-09-2025;wrzesień;2025;100 km;KROCZYCE;ŚLĄSKIE;0
Jurajski Festiwal Biegowy;19-09-2025;wrzesień;2025;17 km, 52 km, 107 km;PODLESICE;ŚLĄSKIE;1
"Pelplin, ""Bieg Cysterski""";20-09-2025;wrzesień;2025;;PELPLIN;POMORSKIE;0
"Gdańsk, ""V Ultras Oliwski Bieg Wokół Radości""";20-09-2025;wrzesień;2025;10 km, 21 km;GDAŃSK;POMORSKIE;0
XVI Grand Prix Mysłowic O Puchar „...;20-09-2025;wrzesień;2025;6.7 km;MYSŁOWICE;ŚLĄSKIE;0
Róża Wiatrów Jeziora Mausz;20-09-2025;wrzesień;2025;42 km;KŁODNO;POMORSKIE;0
16 Bytomski Półmaraton;20-09-2025;wrzesień;2025;21.097 km;BYTOM;ŚLĄSKIE;0
Bieg Gladiatora 2025;20-09-2025;wrzesień;2025;;BIELAWA;DOLNOŚLĄSKIE;0
Festiwal Biegu im.red.Tomasza Hopfera;20-09-2025;wrzesień;2025;10 km;PARZYMIECHY;ŚLĄSKIE;0
XIII Panewnicki Bieg Dzika (09);21-09-2025;wrzesień;2025;19.528 km;KATOWICE;ŚLĄSKIE;0
X ZaDyszka Gminy Bełchatów;21-09-2025;wrzesień;2025;10 km;BEŁCHATÓW;ŁÓDZKIE;0
48. Półmaraton Lechitów;21-09-2025;wrzesień;2025;21.097 km;GNIEZNO;WIELKOPOLSKIE;0
"Działdowo, ""Hoffer Triathlon Działdowo - sztafety""";21-09-2025;wrzesień;2025;;DZIAŁDOWO;WARMIŃSKO-MAZURSKIE;0
"Działdowo, ""Hoffer Triathlon Działdowo 2025""";21-09-2025;wrzesień;2025;;DZIAŁDOWO;WARMIŃSKO-MAZURSKIE;0
"Lubiszewo, ""Lubiszewska Dycha""";21-09-2025;wrzesień;2025;;LUBISZEWO;POMORSKIE;0
6. Orthos H2O Wrocław Półmaraton;21-09-2025;wrzesień;2025;21.097 km;WROCŁAW;DOLNOŚLĄSKIE;0
48. Półmaraton Lechitów;21-09-2025;wrzesień;2025;21.097 km;GNIEZNO;WIELKOPOLSKIE;0
Piątka Lechitów;21-09-2025;wrzesień;2025;5 km;GNIEZNO;WIELKOPOLSKIE;0
Półmaraton Bydgoski;26-09-2025;wrzesień;2025;21.097 km;BYDGOSZCZ;KUJAWSKO-POMORSKIE;0
"Hajnówka, ""XVI Hajnowska Dwunastka""";27-09-2025;wrzesień;2025;12 km;HAJNÓWKA;PODLASKIE;0
Ślężański Festiwal Biegowy 2025;27-09-2025;wrzesień;2025;10 km, 21.097 km, 42.195 km;SOBÓTKA;DOLNOŚLĄSKIE;0
Gliwicka Parkowa Prowokacja Biegowa-sezo...;27-09-2025;wrzesień;2025;21.097 km;GLIWICE;ŚLĄSKIE;0
XVI Hajnowska Dwunastka;27-09-2025;wrzesień;2025;12 km;HAJNÓWKA;PODLASKIE;0
"Kocierz Resort , ""Kocierz Extreme Triathlon""";28-09-2025;wrzesień;2025;;TARGANICE;;0
48. Półmaraton Lechitów korespondencyjnie;28-09-2025;wrzesień;2025;21.097 km;CAŁY ŚWIAT;;0
20 Kamień Extreme;28-09-2025;wrzesień;2025;5 km;RYBNIK;ŚLĄSKIE;0
IX Półmaraton Crossowy;28-09-2025;wrzesień;2025;21.097 km;JELCZ-LASKOWICE;DOLNOŚLĄSKIE;0
47 Maraton Warszawski;28-09-2025;wrzesień;2025;42.195 km;WARSZAWA;MAZOWIECKIE;0
TEST Voucherów 2025;04-10-2025;październik;2025;10 km;WAŁBRZYCH;DOLNOŚLĄSKIE;0
DDKK Festiwal Biegowy 2025;04-10-2025;październik;2025;10 km, 22 km, 44 km, 76 km;KĘDZIERZYN-KOŹLE;OPOLSKIE;0
Przehyba Trail;04-10-2025;październik;2025;43 km;GOŁKOWICE GÓRNE;MAŁOPOLSKIE;0
Bison Ultra Trail;04-10-2025;październik;2025;106 km;SUPRAŚL;PODLASKIE;0
Dzień Dobry Kędzierzyn-Koźle festiwal bi...;04-10-2025;październik;2025;22 km;KĘDZIERZYN-KOŹLE;OPOLSKIE;0
12 Jesienne Grand Prix Mińska Mazowiecki...;04-10-2025;październik;2025;10 km;MIŃSK MAZOWIECKI;MAZOWIECKIE;0
Biegnij Warszawo 2025;04-10-2025;październik;2025;10 km;WARSZAWA;MAZOWIECKIE;0
Ultra Łoś;04-10-2025;październik;2025;27.5 km, 42 km, 61.5 km;ZAKURZEWO;KUJAWSKO-POMORSKIE;1
Bison Ultra Trail;04-10-2025;październik;2025;52.5 km, 70 km, 104.5 km;SUPRAŚL;PODLASKIE;1
Wild Run;05-10-2025;październik;2025;10 km;WROCŁAW;DOLNOŚLĄSKIE;0
Grand Prix Małopolski;05-10-2025;październik;2025;21.097 km;TRZEBINIA;MAŁOPOLSKIE;0
Silesia Maraton;05-10-2025;październik;2025;42.195 km;CHORZÓW;ŚLĄSKIE;0
UltraKotlina;11-10-2025;październik;2025;82.5 km, 144 km, 185 km;SZKLARSKA PORĘBA;DOLNOŚLĄSKIE;1
Podbieg na Makowicę;11-10-2025;październik;2025;8 km;RYTRO;MAŁOPOLSKIE;1
"Rumia, ""Puchar Pomorza w biegach dzieci i młodzieży""";11-10-2025;październik;2025;;RUMIA;POMORSKIE;0
XVI Grand Prix Mysłowic O Puchar „...;11-10-2025;październik;2025;6.7 km;MYSŁOWICE;ŚLĄSKIE;0
Wzgórzowa Trzynastka;12-10-2025;październik;2025;13 km;CHRZĄSZCZYCE;OPOLSKIE;0
Wzgórzowa Trzynastka;12-10-2025;październik;2025;13 km;CHRZĄSZCZYCE;OPOLSKIE;1
XIII Panewnicki Bieg Dzika (10);12-10-2025;październik;2025;19.528 km;KATOWICE;ŚLĄSKIE;0
24 Poznań Maraton;12-10-2025;październik;2025;42.195 km;POZNAŃ;WIELKOPOLSKIE;0
III Wilczy Półmaraton;18-10-2025;październik;2025;21 km;WILCZA;ŚLĄSKIE;0
"Tczew, ""XXXIV Bieg Sambora """;18-10-2025;październik;2025;;TCZEW;POMORSKIE;0
III Wilczy Półmaraton;18-10-2025;październik;2025;21.097 km;WILCZA;ŚLĄSKIE;0
Łemkowyna Ultra-Trail®;18-10-2025;październik;2025;70 km, 103 km, 150.5 km;KOMAŃCZA;PODKARPACKIE;1
Łemkowyna Trail 150;18-10-2025;październik;2025;150 km;KRYNICA-ZDRÓJ;MAŁOPOLSKIE;0
Półmaraton Piastowski;18-10-2025;październik;2025;21.097 km;MIĘKINIA;DOLNOŚLĄSKIE;0
XLII Perła Paprocan;19-10-2025;październik;2025;42.195 km;TYCHY;ŚLĄSKIE;0
51. Maraton Dębno;19-10-2025;październik;2025;42.195 km;DĘBNO;MAŁOPOLSKIE;0
5 Radzymiński Trail;20-10-2025;październik;2025;10 km;RADZYMIN;MAZOWIECKIE;0
Gliwicka Parkowa Prowokacja Biegowa-sezo...;25-10-2025;październik;2025;21.097 km;GLIWICE;ŚLĄSKIE;0
Cross Duathlon Żarnowiec;25-10-2025;październik;2025;23 km;DOPIEWO;WIELKOPOLSKIE;0
Strasznie Fajna 5! 2025;25-10-2025;październik;2025;5 km;KĘDZIERZYN-KOŹLE;OPOLSKIE;0
"Tczew, ""XIII Bieg Nadwiślański Szlakiem Dolnej Doliny Wisły - Półmaraton Powiatu Tczewskiego i VIII Maraton Powiatu Tczewskiego""";26-10-2025;październik;2025;21.097 km, 42.195 km;TCZEW;POMORSKIE;0
Chwałowicki Maraton Napoleoński;26-10-2025;październik;2025;42.2 km;CHWAŁOWICE;MAŁOPOLSKIE;0
XIII Bieg Nadwiślański Szlakiem Doliny D...;26-10-2025;październik;2025;42.195 km;TCZEW;POMORSKIE;0
15 Nocna Ściema;26-10-2025;październik;2025;42 km;KOSZALIN;ZACHODNIOPOMORSKIE;0
Marceliński Bieg Jesienny;02-11-2025;listopad;2025;10 km;POZNAŃ;WIELKOPOLSKIE;0
"Gdynia, ""Gdyński Bieg Niepodległości z Decathlon""";11-11-2025;listopad;2025;;GDYNIA;POMORSKIE;0
Poznański Bieg Niepodległości Kocham Pol...;11-11-2025;listopad;2025;10 km;POZNAŃ;WIELKOPOLSKIE;0
Gdyński Bieg Niepodległości;11-11-2025;listopad;2025;10 km;GDYNIA;POMORSKIE;0
Bieg Niepodległości w Rytrze;11-11-2025;listopad;2025;10 km;RYTRO;MAŁOPOLSKIE;1
"Tczew, ""Gala podsumowująca Grand Prix Powiatu Tczewskiego 2025""";14-11-2025;listopad;2025;;TCZEW;POMORSKIE;0
IX Mini Maraton Manhatan Pamięci Jana Pa...;15-11-2025;listopad;2025;4 km;KĘDZIERZYN-KOŹLE;OPOLSKIE;0
XIII Panewnicki Bieg Dzika (11);16-11-2025;listopad;2025;19.528 km;KATOWICE;ŚLĄSKIE;0
XXIII Maraton Odrzański;16-11-2025;listopad;2025;42.195 km;KĘDZIERZYN-KOŹLE;OPOLSKIE;0
Borecka Łękuk Trail;22-11-2025;listopad;2025;21.5 km, 44 km, 71.5 km;ŁĘKUK MAŁY;WARMIŃSKO-MAZURSKIE;1
41. Strzeliński Rogaining;22-11-2025;listopad;2025;;STRZELIN;DOLNOŚLĄSKIE;0
XLV Marsze na Orientacją Pierwszy Śnieg;23-11-2025;listopad;2025;4 km;WOJKOWICE;ŚLĄSKIE;0
Gliwicka Parkowa Prowokacja Biegowa-sezo...;29-11-2025;listopad;2025;21.097 km;GLIWICE;ŚLĄSKIE;0
Bieg IV - XVIII Grand Prix Tychów w Biegach Długodystansowych 2025;30-11-2025;listopad;2025;5 km, 10 km;PAPROCANY;ŚLĄSKIE;0
Ultra Świr - Jesienny Trail;30-11-2025;listopad;2025;25 km;GRYBÓW;MAŁOPOLSKIE;0
Piastowski Bieg Mikołajowy;06-12-2025;grudzień;2025;10 km;MIĘKINIA;DOLNOŚLĄSKIE;0
XVI Grand Prix Mysłowic O Puchar „...;06-12-2025;grudzień;2025;6.7 km;MYSŁOWICE;ŚLĄSKIE;0
Ultra Race Gdańsk;06-12-2025;grudzień;2025;53 km;GDAŃSK;POMORSKIE;0
21 Rybnicki Bieg Barbórkowy;07-12-2025;grudzień;2025;10 km;RYBNIK;ŚLĄSKIE;0
Bieg V - XVIII Grand Prix Tychów w Biegach Długodystansowych 2025;07-12-2025;grudzień;2025;5 km, 10 km;PAPROCANY;ŚLĄSKIE;0
21. Bieg Barbórkowy;07-12-2025;grudzień;2025;10 km;RYBNIK;ŚLĄSKIE;0
Gliwicka Parkowa Prowokacja Biegowa-sezo...;13-12-2025;grudzień;2025;21.097 km;GLIWICE;ŚLĄSKIE;0
XIII Panewnicki Bieg Dzika (12);14-12-2025;grudzień;2025;19.528 km;KATOWICE;ŚLĄSKIE;0
Bieg VI - XVIII Grand Prix Tychów w Biegach Długodystansowych 2025;14-12-2025;grudzień;2025;5 km, 10 km;PAPROCANY;ŚLĄSKIE;0
"Gdańsk, ""VIII Bieg Anioła""";20-12-2025;grudzień;2025;;GDAŃSK;POMORSKIE;0
Bieg Sylwestrowy MielNogami;27-12-2025;grudzień;2025;5 km;MIELNO;ZACHODNIOPOMORSKIE;0
Podkarpacki Puchar Biegowy – PPB 2025;31-12-2025;grudzień;2025;;PODKARPACIE;;0
Bieg i Rajd Nordic Walking na Mount Eve...;13-04-2027;kwiecień;2027;8.85 km;BYTÓW;POMORSKIE;0
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
